Plant_ID,Scientific Name,NPSOT Propagation Common Name,NPSOT Propagation Materials,NPSOT Propagation Treatment Tags,NPSOT Propagation Public Note,NPSOT Propagation Source URL,NPSOT Propagation References
Quercus virginiana,Quercus virginiana,Live Oak,Seed | Semi-harwood | Root,No Treatment | Cutting,Materials listed: Seed | Semi-harwood | Root. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/quercus-virginiana/,https://hort.ifas.ufl.edu/database/lppi/sp319.shtml#:~:text=Time%20of%20year%20to%20graft | https://www.wildflower.org/plants/result.php?id_plant=QUVI | https://www.gardenia.net/plant/quercus-virginiana | https://agrilife.org/elpaso/files/2011/10/Cloning-live-oak.pdf
Quincula lobata,Quincula lobata,Purple Groundcherry,Stem,Cutting,Materials listed: Stem. Treatment tags listed: Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/quincula-lobata/,https://www.picturethisai.com/wiki/Quincula_lobata.html#:~:text=Water:%20Originating%20from%20arid%20regions
Ranunculus macranthus,Ranunculus macranthus,Big Buttercup,Seed | Tuber | Stem,Scarification | Division | Cutting,Materials listed: Seed | Tuber | Stem. Treatment tags listed: Scarification | Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/ranunculs-macranthus/,https://greg.app/ranunculus-macranthus-overview/ | https://www.picturethisai.com/wiki/Ranunculus_macranthus.html | https://www.forwardplant.com/plant-info/ranunculus-macranthus/
Ranunculus hispidus var. nitidus,Ranunculus hispidus var. nitidus,Bristly Buttercup,Seed | Clump division | Stem,No Treatment | Division | Cutting | Stratification,Materials listed: Seed | Clump division | Stem. Treatment tags listed: No Treatment | Division | Cutting | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/ranunculus-hispidus-var-nitidus/,https://greg.app/hispid-buttercup-overview/ | https://www.friendsofeloisebutler.org/pages/plants/swampbuttercup.html#:~:text=Seed:%20Fertile%20receptacles%20elongate%20and
Ratibida columnifera,Ratibida columnifera,Mexican Hat,Seed,No Treatment | Stratification,Materials listed: Seed. Treatment tags listed: No Treatment | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/ratibida-columnifera/,https://www.wildflower.org/plants/result.php?id_plant=RACO3 | https://www.picturethisai.com/care/propagate/Ratibida_columnifera.html
Rhus aromatica,Rhus aromatica,Aromatic Sumac,Seed,Scarification | Stratification,Materials listed: Seed. Treatment tags listed: Scarification | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rhus-aromatica-2/,https://www.wildflower.org/plants/result.php?id_plant=RHAR4
Rhus glabra,Rhus glabra,Smooth Sumac,Seed,Scarification | Stratification,Materials listed: Seed. Treatment tags listed: Scarification | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rhus-glabra/,https://www.wildflower.org/plants/result.php?id_plant=RHGL
Rhus copallinum var. lanceolata,Rhus copallinum var. lanceolata,Flameleaf Sumac,Suckers | Seed,Division | Scarification,Materials listed: Suckers | Seed. Treatment tags listed: Division | Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rhus-lanceolata/,https://www.wildflower.org/plants/result.php?id_plant=RHLA3
Rhus microphylla,Rhus microphylla,Little Leaf Sumac,Seed,Scarification | Stratification,Materials listed: Seed. Treatment tags listed: Scarification | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rhus-microphylla/,https://www.wildflower.org/plants/result.php?id_plant=RHMI3
Rhus virens,Rhus virens,Evergreen Sumac,Seed,Scarification | Stratification,Materials listed: Seed. Treatment tags listed: Scarification | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rhus-virens/,https://propagate.one/how-to-propagate-rhus-virens/ | https://pfaf.org/User/Plant.aspx?LatinName=Rhus+virens
Rhynchospora colorata,Rhynchospora colorata,Whitetop Sedge,Clump,Division,Materials listed: Clump. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rhynchospora-colorata/,https://www.shootgardening.com/plants/rhynchospora-colorata | https://www.picturethisai.com/wiki/Rhynchospora_colorata.html#:~:text=Water:%20Starrush%20Whitetop%20thrives%20in | https://earthone.io/plant/rhynchospora%20colorata?srsltid=AfmBOorCsilkabyIg4GF09DSeg3HZ6qva7P8AZirZ2GbmKnMNV98UvRc
Rhynchospora nivea,Rhynchospora nivea,Showy Whitetop,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rhynchospora-nivea/,https://propagate.one/how-to-propagate-rhynchospora-nivea/
Rivina humilis,Rivina humilis,Pigeonberry,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rivina-humilis/,https://earthone.io/plant/rivina%20humilis | https://sharonsflorida.com/plants-page/native-shrubs/rouge-plant/#:~:text=Propagation | https://www.picturethisai.com/care/Rivina_humilis.html#:~:text=How%20to%20Propagate%20Pigeonberry?
Rosa foliolosa,Rosa foliolosa,White Prairie Rose,Root | Stem,Division | Cutting,Materials listed: Root | Stem. Treatment tags listed: Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rosa-foliolosa/,https://www.picturethisai.com/care/Rosa_foliolosa.html
Rubus trivialis,Rubus trivialis,Southern Dewberry,Seed | Stem | Clump,Stratification | Cutting | Division,Materials listed: Seed | Stem | Clump. Treatment tags listed: Stratification | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rubus-trivialis/,https://temperate.theferns.info/plant/Rubus+trivialis | https://pfaf.org/user/Plant.aspx?LatinName=Rubus+trivialis#:~:text=Plant%20Propagation | https://greg.app/plant-care/rubus-trivialis-southern-dewberry
Rudbeckia amplexicaulis,Rudbeckia amplexicaulis,Clasping Coneflower,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rudbeckia-amplexicaulis/,https://www.everwilde.com/store/Rudbeckia-amplexicaulis-WildFlower-Seed.html | https://www.wildflower.org/plants/result.php?id_plant=dram | https://hgic.clemson.edu/factsheet/rudbeckia/#:~:text=Rudbeckia%20can%20be%20propagated%20by | https://www.outsidepride.com/resources/planting/rudbeckia-planting/#:~:text=How%20to%20Plant%20Rudbeckia%20*%20Prepare%20the
Rudbeckia fulgida,Rudbeckia fulgida,Perennial Black-eyed Susan,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rudbeckia-fulgida/,https://www.wildflower.org/plants/result.php?id_plant=RUFU2
Rudbeckia hirta,Rudbeckia hirta,Black-eyed Susan,Seed,No Treatment | Stratification,Materials listed: Seed. Treatment tags listed: No Treatment | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/rudbeckia-hirta/,https://www.wildflower.org/plants/result.php?id_plant=RUHI2
Ruellia drummondiana,Ruellia drummondiana,Drummond's Wild Petunia,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/ruellia-drummondiana/,https://www.picturethisai.com/care/propagate/Ruellia_drummondiana.html
Ruellia humilis,Ruellia humilis,Prairie Petunia,Stem | Seed,Cutting | No Treatment | Stratification,Materials listed: Stem | Seed. Treatment tags listed: Cutting | No Treatment | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/ruellia-humilis/,https://www.wildflower.org/plants/result.php?id_plant=RUHU | https://earthone.io/plant/ruellia%20humilis?srsltid=AfmBOooliDNHvvRWDcKQaFIAaShQF16MlYcNKyzgjqGslmlO_CDgoXNJ | https://www.everwilde.com/store/Ruellia-humilis-WildFlower-Seed.html#:~:text=HOW%20TO%20GROW | https://noddingoniongardens.com/ruellia-humilis/#:~:text=Propagation%20Notes%20Ruellia%20humilis&text=Seed%20%2D%20Collect%20late%20in%20fall | https://www.wildflowerfarm.com/ruellia-humilis-wild-petunia.html
Ruellia metzae,Ruellia metzae,Metz's Wild Petunia,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/ruellia-metzae/,https://davesgarden.com/guides/pf/go/38218
Ruellia nudiflora,Ruellia nudiflora,Wild Petunia,Stem,Cutting,Materials listed: Stem. Treatment tags listed: Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/ruellia-nudiflora/,https://www.picturethisai.com/care/Ruellia_nudiflora.html
Sabal minor,Sabal minor,Dwarf Palmetto,Seed,Stratification,Materials listed: Seed. Treatment tags listed: Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sabal-minor/,https://www.wildflower.org/plants/result.php?id_plant=SAMI8
Sabatia campestris,Sabatia campestris,Meadow Pink,Seed | Clump | Stem,No Treatment | Division | Scarification | Cutting,Materials listed: Seed | Clump | Stem. Treatment tags listed: No Treatment | Division | Scarification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sabatia-campestris/,https://earthone.io/plant/sabatia%20campestris | https://propagate.one/how-to-propagate-sabatia-campestris/ | https://plantiary.com/plant/sabatia-campestris_20748.html | https://www.picturethisai.com/care/propagate/Sabatia_campestris.html | https://www.botanikks.com/plants/sabatia-campestris/586872/1
Sagittaria platyphylla,Sagittaria platyphylla,Delta Arrowhead,Clump,Division,Materials listed: Clump. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sagittaria-platyphylla/,https://www.npsot.org/wp-admin/post.php?post=15966&action=edit | https://en.aqua-fish.net/plants/sagittaria-platyphylla
Salix nigra,Salix nigra,Black Willow,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/salix-nigra/,https://www.wildflower.org/plants/result.php?id_plant=SANI
Salvia azurea,Salvia azurea,Azure Sage,Seed | Stem | Clump division,Scarification | Cutting | Division | No Treatment,Materials listed: Seed | Stem | Clump division. Treatment tags listed: Scarification | Cutting | Division | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/salvia-azurea/,https://greg.app/propagate-big-blue-sage/ | https://www.everwilde.com/store/Salvia-azurea-WildFlower-Seed.html
Salvia ballotiflora,Salvia ballotiflora,Shrubby Blue Sage,Stem | Seed,Cutting | No Treatment,Materials listed: Stem | Seed. Treatment tags listed: Cutting | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/salvia-ballotiflora/,https://travaldo.blogspot.com/2021/07/salvia-ballotiflora-shrubby-blue-sage-mejorana-care-and-culture.html | https://www.picturethisai.com/care/propagate/Salvia_ballotiflora.html
Salvia coccinea,Salvia coccinea,Scarlet Sage,Seed | Stem | Clump,No Treatment | Cutting | Division,Materials listed: Seed | Stem | Clump. Treatment tags listed: No Treatment | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/salvia-coccinea/,https://earthone.io/plant/salvia%20coccinea | https://www.fnps.org/assets/pdf/pubs/salvia_coccinea_tropicalsage_3_1.pdf | https://hort.extension.wisc.edu/articles/scarlet-sage-salvia-coccinea/#:~:text=Scarlet%20sage%20is%20propagated%20by
Salvia farinacea,Salvia farinacea,Mealy Blue Sage,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/salvia-farinacea/,https://hort.extension.wisc.edu/articles/mealycup-sage-salvia-farinacea/#:~:text=Grow%20mealycup%20sage%20in%20full | https://www.johnnyseeds.com/growers-library/flowers/salvia/salvia-farinacea-key-growing-information.html#:~:text=DAYS%20TO%20GERMINATION: | https://sowrightseeds.com/blogs/planters-library/growing-mealycup-blue-sage-salvia-farinacea?srsltid=AfmBOortMfFdw7uxZUaUinbd7DLWORIH39dXq-0b36B2uHJmhOxiDEqt
Salvia greggii,Salvia greggii,Autumn Sage,Seed | Semi-harwood | Clump | Cutting,No Treatment | Cutting | Division | Layering,Materials listed: Seed | Semi-harwood | Clump | Cutting. Treatment tags listed: No Treatment | Cutting | Division | Layering. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/salvia-greggii/,https://www.wildflower.org/plants/result.php?id_plant=SAGR4 | https://www.gardenia.net/plant/salvia-greggii#:~:text=Plant%20Salvia%20greggii%20in%20well | https://www.facebook.com/groups/npsotaustin/posts/3393903137598155
Salvia lyrata,Salvia lyrata,Lyre Leaf Sage,Clump | Seed | Stem,Division | Stratification | Cutting,Materials listed: Clump | Seed | Stem. Treatment tags listed: Division | Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/salvia-lyrata/,https://www.wildflower.org/plants/result.php?id_plant=SALY2 | https://earthone.io/plant/salvia%20lyrata | https://sharonsflorida.com/plants-page/native-wildflowers/lyreleaf-sage/#:~:text=Propagation | https://www.picturethisai.com/care/propagate/Salvia_lyrata.html
Salvia penstemonoides,Salvia penstemonoides,Big Red Sage,Seed | Cutting | Clump,No Treatment | Cutting | Division,Materials listed: Seed | Cutting | Clump. Treatment tags listed: No Treatment | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/salvia-pentstemonoides/,https://www.picturethisai.com/care/propagate/Salvia_pentstemonoides.html | https://www.botanikks.com/plants/salvia-penstemonoides-kunth-bouch/504495/1
Salvia roemeriana,Salvia roemeriana,Cedar Sage,Stem | Seed,Cutting | No Treatment,Materials listed: Stem | Seed. Treatment tags listed: Cutting | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/salvia-roemeriana/,https://earthone.io/plant/salvia%20roemeriana? | https://www.wildflower.org/plants/result.php?id_plant=saro3
Salvia texana,Salvia texana,Texas Sage,Seed | Stem,Scarification | Cutting | Layering,Materials listed: Seed | Stem. Treatment tags listed: Scarification | Cutting | Layering. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/salvia-texana/,https://www.picturethisai.com/care/propagate/Salvia_texana.html | https://greg.app/propagate-texas-sage/
Sambucus nigra ssp. canadensis,Sambucus nigra ssp. canadensis,Common Elderberry,Seed,No Treatment | Scarification | Stratification,Materials listed: Seed. Treatment tags listed: No Treatment | Scarification | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sambucus-nigra-ssp-canadensis/,https://www.wildflower.org/plants/result.php?id_plant=SANIC4
Sapindus saponaria var. drummondii,Sapindus saponaria var. drummondii,Soapberry,Seed,Scarification,Materials listed: Seed. Treatment tags listed: Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sapindus-saponaria-var-drummondii/,https://www.wildflower.org/plants/result.php?id_plant=SASAD
Saururus cernuus,Saururus cernuus,Lizard Tail,Offshoots | Seed,Division | Stratification,Materials listed: Offshoots | Seed. Treatment tags listed: Division | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/saururus-cernuus/,https://en.aqua-fish.net/plants/saururus-cernuus#:~:text=Saururus%20cernuus%20is%20propagated%20primarily | https://npn.rngr.net/renderNPNProtocolDetails?selectedProtocolIds=saururaceae-saururus-460&referer=wildflower#:~:text=Seeds%20are%20stored%20cold%20and
Schizachyrium scoparium,Schizachyrium scoparium,Little Bluestem,Clump | Seed,"Division | No Treatment, Stratification","Materials listed: Clump | Seed. Treatment tags listed: Division | No Treatment, Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.",https://www.npsot.org/posts/native-plant/schizachyrium-scoparium/,https://hort.extension.wisc.edu/articles/little-bluestem-schizachyrium-scoparium/#:~:text=Propagation%20of%20Little%20Bluestem | https://www.thespruce.com/little-bluestem-growing-guide-5214474#:~:text=Propagating%20Little%20Bluestem
Schoenocaulon texanum,Schoenocaulon texanum,Texas Feathershank,Clump,Division,Materials listed: Clump. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/schoenocaulon-texanum/,https://www.picturethisai.com/wiki/Schoenocaulon_texanum.html
Scutellaria ovata,Scutellaria ovata,Heartleaf Skullcap,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/scutellaria-ovata/,https://plantiary.com/plant/scutellaria-ovata_17490.html#:~:text=Cultivation
Muhlenbergia reverchonii,Muhlenbergia reverchonii,Seep Muhly,Clump | Seed,Division | Scarification,Materials listed: Clump | Seed. Treatment tags listed: Division | Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/seep-muhly/,https://plantselect.org/wp-content/uploads/2020/03/Muhlenbergia-reverchonii-_Prop-Protocol.pdf | https://www.perenual.com/plant-propagation-methods/method/13 | https://www.perenual.com/plant-propagation-methods/method/32
Senegalia greggii,Senegalia greggii,Gregg Catclaw Acacia,Seed,No Treatment | Scarification,Materials listed: Seed. Treatment tags listed: No Treatment | Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/senegalia-greggii/,https://temperate.theferns.info/plant/Senegalia+greggii#:~:text=Sow%20the%20seed%20in%20Spring%20in%20a | https://www.wildflower.org/plants/result.php?id_plant=SEGR4 | https://npn.rngr.net/renderNPNProtocolDetails?selectedProtocolIds=fabaceae-acacia-2543
Senegalia roemeriana,Senegalia roemeriana,Catclaw Acacia,Seed | Stem,Scarification | Cutting,Materials listed: Seed | Stem. Treatment tags listed: Scarification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/senegalia-roemeriana/,https://greg.app/roemers-acacia-overview/#:~:text=Fertilize%20in%20early%20spring%20and
Senna lindheimeriana,Senna lindheimeriana,Lindheimer's Senna,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/senna-lindheimeriana/,https://www.wildflower.org/plants/result.php?id_plant=SELI4 | https://www.picturethisai.com/care/Senna_lindheimeriana.html
Senna roemeriana,Senna roemeriana,Two Leaved Senna,Seed | Clump | Semi-harwood,Scarification | Division | Cutting,Materials listed: Seed | Clump | Semi-harwood. Treatment tags listed: Scarification | Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/senna-roemeriana/,https://www.wildflower.org/plants/result.php?id_plant=SERO8 | https://www.picturethisai.com/wiki/Senna_roemeriana.html | https://www.botanikks.com/plants/cassia-roemeriana-scheele/545069/1
Setaria scheelei,Setaria scheelei,Southwestern Bristlegrass,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/setaria-scheelei/,https://propagate.one/how-to-propagate-setaria-scheelei/ | https://www.wildflower.org/plants/result.php?id_plant=SESC2 | https://seedsource.com/southwestern-bristlegrass/ | https://www.picturethisai.com/care/propagate/Setaria_scheelei.html#:~:text=Southwestern%20bristlegrass%20is%20a%20resilient%20bunchgrass%20found
Sida lindheimeri,Sida lindheimeri,Showy Fanpetals,Seed,Scarification,Materials listed: Seed. Treatment tags listed: Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sida-lindheimeri/,https://www.picturethisai.com/care/propagate/Sida_lindheimeri.html
Sideroxylon lanuginosum,Sideroxylon lanuginosum,Gum Bumelia,Seed | Stem | Softwood,Scarification | Cutting,Materials listed: Seed | Stem | Softwood. Treatment tags listed: Scarification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sideroxylon-lanuginosum/,https://propagate.one/how-to-propagate-sideroxylon-lanuginosum/ | https://www.botanikks.com/plants/sideroxylon-lanuginosum-michx/507422/1 | https://www.picturethisai.com/care/propagate/Sideroxylon_lanuginosum.html | https://plantiary.com/plant/sideroxylon-lanuginosum_3292.html
Silphium albiflorum,Silphium albiflorum,White Rosinweed,Root | Stem | Seed,Division | Cutting | No Treatment,Materials listed: Root | Stem | Seed. Treatment tags listed: Division | Cutting | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/silphium-albiflorum/,https://www.botanikks.com/plants/silphium-albiflorum-gray/507678/1 | https://plantiary.com/plant/silphium-albiflorum_33773.html | https://www.picturethisai.com/care/propagate/Silphium_albiflorum.html | https://www.selinawamucii.com/plants/asteraceae/silphium-albiflorum/
Silphium laciniatum,Silphium laciniatum,Compassplant,Seed,Stratification | No Treatment,Materials listed: Seed. Treatment tags listed: Stratification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/silphium-laciniatum/,https://illinoispollinators.org/plant/compass-plant/#:~:text=Establishment%20and%20Propagation | https://www.wildflowerfarm.com/silphium-laciniatum-compass-plant.html#:~:text=Here's%20some%20information%20about%20growing%20compass%20plant | https://pfaf.org/user/Plant.aspx?LatinName=Silphium+laciniatum#:~:text=Plant%20Propagation | https://plants.usda.gov/DocumentLibrary/plantguide/pdf/pg_sila3.pdf | https://www.picturethisai.com/care/propagate/Silphium_laciniatum.html | https://www.gardenia.net/plant/silphium-laciniatum
Simsia calva,Simsia calva,Bush Sunflower,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/simsia-calva/,https://www.picturethisai.com/care/Simsia_calva.html
Sisyrinchium angustifolium,Sisyrinchium angustifolium,Narrowleaf Blue-eyed Grass,Seed | Clump,No Treatment | Division | Stratification,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sisyrinchium-angustifolium/,https://edis.ifas.ufl.edu/publication/AG401 | https://www.wildflower.org/plants/result.php?id_plant=SIAN3 | https://npn.rngr.net/renderNPNProtocolDetails?selectedProtocolIds=iridaceae-sisyrinchium-1877#:~:text=Propagation%20Environment:%20Greenhouse%20film%20is | https://npn.rngr.net/renderNPNProtocolDetails?selectedProtocolIds=iridaceae-sisyrinchium-1877
Solanum triquetrum,Solanum triquetrum,Texas Nightshade,Stem,Cutting,Materials listed: Stem. Treatment tags listed: Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/solanum-triquetrum/,https://www.picturethisai.com/care/propagate/Solanum_triquetrum.html | https://davesgarden.com/guides/pf/go/114899#:~:text=Solanaceae%20(so%2Dlan%2DAY
Solidago altissima,Solidago altissima,Tall Goldenrod,Seed | Stem | Clump | Root,No Treatment | Cutting | Division,Materials listed: Seed | Stem | Clump | Root. Treatment tags listed: No Treatment | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/solidago-altissima/,https://propagate.one/how-to-propagate-solidago-altissima/ | https://plantiary.com/plant/solidago-altissima_4181.html
Solidago nemoralis,Solidago nemoralis,Prairie Goldenrod,Seed | Clump,Stratification | Division,Materials listed: Seed | Clump. Treatment tags listed: Stratification | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/solidago-nemoralis/,https://propagate.one/how-to-propagate-solidago-nemoralis/ | https://plants.ces.ncsu.edu/plants/solidago-nemoralis/#:~:text=Attributes:%20Genus:%20Solidago%20Species: | https://plants.usda.gov/DocumentLibrary/factsheet/pdf/fs_sone.pdf
Dermatophyllum secundiflorum,Dermatophyllum secundiflorum,Texas Mountain Laurel,Clump | Semi-harwood | Stem | Seed,Division | Cutting | Layering | Scarification | No Treatment,Materials listed: Clump | Semi-harwood | Stem | Seed. Treatment tags listed: Division | Cutting | Layering | Scarification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/sophora-secundiflora/,https://propagate.one/how-to-propagate-dermatophyllum-secundiflorum/ | https://unitedsounds.org/how-to-propagate-texas-mountain-laurel-pl866 | https://www.thespruce.com/texas-mountain-laurel-growing-guide-5215169#toc-propagating | https://w3.biosci.utexas.edu/prc/DigFlora/SOSE3/MtL-propagation.html
