trail_id,trail_name_or_area,trail_type,status,material,width,funding,phase,shape_length_source_units,geometry_type,center_lat,center_lon,bbox_west,bbox_south,bbox_east,bbox_north,source_file,dashboard_use,gpt_use_note
PARD-TRL-944,Hometown,Vybe,Upgrade,Concrete,6,City,,398.4926341009213,LineString,30.0018207,-97.8909723,-97.891274,30.0013401,-97.8906706,30.0023014,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-945,Gregg Clarke Park,Vybe,Upgrade,Concrete,6,City,,524.6426262979551,LineString,29.9925319,-97.8876441,-97.8883734,29.9922028,-97.8869149,29.992861,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-947,Gregg Clarke Park,Vybe,Upgrade,Concrete,6,City,,467.1680333357775,LineString,29.9922989,-97.8868447,-97.8869566,29.9917368,-97.8867328,29.992861,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-948,Add to Plan,Vybe,Awaiting Approval,Concrete,,City,,819.031021223054,LineString,30.0280258,-97.8735215,-97.8748048,30.0279974,-97.8722381,30.0280542,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-949,Kohlers Crossing,Vybe,Proposed,Concrete,6,Road Project,,1633.6298784954088,LineString,30.0280376,-97.869673,-97.8722398,30.028003,-97.8671062,30.0280722,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-950,Kohlers Crossing,Vybe,Proposed,Concrete,,Road Project,,124.89772892780258,LineString,30.0280853,-97.866911,-97.8671062,30.0280722,-97.8667159,30.0280983,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-951,Kohlers Crossing,Vybe,Proposed,Concrete,6,Road Project,,1386.5733294052236,LineString,30.0281196,-97.8645251,-97.8667159,30.0280983,-97.8623344,30.0281409,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-952,Kohlers Crossing,Vybe,Existing,Concrete,,Road Project,,632.4283249902678,LineString,30.0279969,-97.8614791,-97.8623344,30.0278394,-97.8606238,30.0281544,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-953,Kohlers Crossing,Vybe,Proposed,Concrete,5,City,2,1508.1382691850663,LineString,30.028121,-97.8571707,-97.8595189,30.0280522,-97.8548224,30.0281899,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-954,Kohlers Crossing,Vybe,Upgrade,Concrete,,City,,544.6180376631697,LineString,30.028084,-97.853011,-97.8538354,30.0278695,-97.8521865,30.0282985,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-955,,Vybe,Proposed,Concrete,,Developer,,1874.281938100565,LineString,30.0322326,-97.8882009,-97.8887881,30.0297071,-97.8876138,30.034758,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-956,FM 2770,Vybe,Upgrade,Concrete,5,City,,806.6125086361868,LineString,30.0286742,-97.8891077,-97.8894273,30.0276413,-97.8887881,30.0297071,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-957,FM 2770,Vybe,Upgrade,Concrete,4,City,,557.6036450695098,LineString,30.0268912,-97.8895388,-97.8896503,30.0261411,-97.8894273,30.0276413,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-958,FM 2770,Vybe,Upgrade,Concrete,6,City,,796.0981704696898,LineString,30.0251048,-97.8897251,-97.8897999,30.0240685,-97.8896503,30.0261411,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-959,FM 2770,Vybe,Upgrade,Concrete,4,City,,1235.6467266208342,LineString,30.0224011,-97.8896462,-97.8898001,30.0207337,-97.8894924,30.0240685,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-960,FM 2770,Vybe,Upgrade,Concrete,4,City,,3292.185823951474,LineString,30.0173352,-97.8890781,-97.8903107,30.0139203,-97.8878456,30.0207501,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-961,FM 2770,Vybe,Upgrade,Concrete,,City,,644.7838994466373,LineString,30.0133588,-97.8906691,-97.8911479,30.0126315,-97.8901903,30.0140861,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-962,FM 2770,Vybe,Upgrade,Concrete,4,City,,153.7901235143507,LineString,30.0124607,-97.891257,-97.8913661,30.0122898,-97.8911479,30.0126315,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-963,N Old Stagecoach Rd,Vybe,In Review,Concrete,,Road Project,,2583.611178618291,LineString,30.0093763,-97.8938042,-97.895982,30.0065972,-97.8916263,30.0121553,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-964,N Old Stagecoach Rd,Vybe,In Review,Concrete,,Road Project,,3906.7531811636195,LineString,29.9961962,-97.8933526,-97.8943153,29.9910054,-97.8923898,30.001387,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-966,,Vybe,Proposed,Concrete,,Road Project,,5821.29839441656,LineString,29.9701352,-97.8916279,-97.8939165,29.9631312,-97.8893393,29.9771392,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-967,,Vybe,Proposed,Concrete,,Road Project,,2837.106162048051,LineString,29.9566658,-97.8886208,-97.889851,29.9530764,-97.8873905,29.9602551,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-968,,Vybe,Proposed,Concrete,,Road Project,,5351.056140077126,LineString,29.9479733,-97.881314,-97.8873905,29.9428702,-97.8752376,29.9530764,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-969,,Vybe,Proposed,Concrete,,Road Project,,6471.739948709398,LineString,29.9671413,-97.8676268,-97.8750323,29.9610243,-97.8602213,29.9732584,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-971,,Vybe,Proposed,Concrete,,Road Project,,3422.41423357282,LineString,29.9739008,-97.8679433,-97.871461,29.9704719,-97.8644257,29.9773297,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-972,Center St,Vybe,In Review,Concrete,4,Road Project,,1031.328517861981,LineString,29.9898875,-97.8847531,-97.8863615,29.9896665,-97.8831446,29.9901085,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-973,,Vybe,Proposed,Concrete,,Road Project,,1032.9611492021734,LineString,29.9883155,-97.883209,-97.8833561,29.9869645,-97.8830618,29.9896665,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-974,Scott St,Vybe,Upgrade,Concrete,6,Road Project,,1187.8527451949835,LineString,29.9858065,-97.8843725,-97.8856832,29.9846485,-97.8830618,29.9869645,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-975,,Vybe,Proposed,Concrete,,Developer,,2112.4149333105292,LineString,29.9826718,-97.883241,-97.8856832,29.980695,-97.8807988,29.9846485,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-978,,Vybe,Proposed,Concrete,,Developer,,7838.253449861948,LineString,29.9446934,-97.8181791,-97.8226241,29.9367998,-97.813734,29.9525869,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-980,,Vybe,In Review,Concrete,,Road Project,,3799.5998667981844,LineString,30.0228506,-97.8499712,-97.851232,30.0181222,-97.8487104,30.0275791,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-981,,Vybe,Proposed,Concrete,,Developer,,7481.517742913525,LineString,29.94689,-97.8559189,-97.8618668,29.9386348,-97.849971,29.9551453,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-990,,Vybe,Existing,Concrete,,Road Project,,4365.865491752377,LineString,29.9578963,-97.8675388,-97.8732109,29.9551401,-97.8618668,29.9606526,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-992,,Vybe,Proposed,Concrete,,Road Project,,1431.4718534568985,LineString,29.9607093,-97.8622951,-97.8625084,29.958787,-97.8620818,29.9626315,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-993,,Vybe,Proposed,Concrete,,Developer,,1873.8955121607357,LineString,30.0295446,-97.868233,-97.8697659,30.0280983,-97.8667001,30.0309909,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-994,Kohlers Crossing,Vybe,Proposed,Concrete,,Road Project,,2272.353585165925,LineString,30.0283933,-97.86311,-97.8667001,30.0283544,-97.8595198,30.0284321,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-995,,Vybe,In Review,Concrete,,Road Project,,3381.8836792258003,LineString,30.019951,-97.8654506,-97.8688288,30.0172016,-97.8620725,30.0227005,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-996,,Vybe,In Review,Concrete,,Developer,,2884.189309849664,LineString,30.0152222,-97.8688976,-97.8709997,30.0134704,-97.8667955,30.016974,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-997,,Vybe,Existing,Concrete,4,Developer,,888.2646443314886,LineString,30.0162576,-97.8717774,-97.8725551,30.0152931,-97.8709997,30.017222,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-999,,Vybe,Existing,Concrete,,Developer,,779.5243696133006,LineString,30.0257222,-97.8746461,-97.8748094,30.0246947,-97.8744828,30.0267497,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1000,,Vybe,Proposed,Concrete,,Developer,,5895.543294105827,LineString,30.0061235,-97.8406011,-97.8453971,30.0012974,-97.8358051,30.0109495,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1001,,Vybe,Proposed,Concrete,,Road Project,,3961.804833062094,LineString,29.9753495,-97.8535916,-97.856797,29.9707026,-97.8503862,29.9799965,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1002,,Vybe,Proposed,Concrete,,Road Project,,5061.593155651578,LineString,29.947936,-97.8696573,-97.8751734,29.942904,-97.8641411,29.952968,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1003,,Vybe,In Review,Concrete,,Road Project,,2364.0597770674735,LineString,30.0151454,-97.8514664,-97.8529138,30.0121686,-97.850019,30.0181222,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1005,,Vybe,In Review,Concrete,,Developer,,1030.8838470707865,LineString,30.0158387,-97.8559967,-97.8574105,30.0152031,-97.8545829,30.0164743,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1006,,Vybe,Proposed,Concrete,,Developer,,2560.5728853740084,LineString,30.0118763,-97.8486834,-97.8519696,30.0100885,-97.8453971,30.0136641,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1007,Lake Kyle,Vybe,Upgrade,Concrete,6,City,1,246.1536410697863,LineString,29.9845022,-97.8594078,-97.8596191,29.9842299,-97.8591966,29.9847744,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1009,Cromwell,Vybe,Existing,Concrete,5,Developer,,648.5388683669912,LineString,30.0165784,-97.8731952,-97.8738352,30.0159349,-97.8725551,30.017222,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1010,Rastegar,Vybe,In Review,Concrete,,Developer,,3131.1266277372856,LineString,29.9734113,-97.8331936,-97.8341961,29.9694974,-97.8321911,29.9773252,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1012,,Vybe,Proposed,Concrete,,City,2,1859.5652121984342,LineString,29.9771361,-97.8542462,-97.8565295,29.9762322,-97.8519629,29.9780401,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1013,Pecan Woods,Vybe,Proposed,Concrete,,City,1,952.9387808076904,LineString,29.9691254,-97.8341374,-97.8354409,29.9687534,-97.832834,29.9694974,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1015,No Easement,Vybe,Upgrade,Concrete,,City,3,1945.4924145636057,LineString,29.9907235,-97.8437007,-97.8448457,29.9884058,-97.8425556,29.9930412,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1016,,Vybe,Proposed,Concrete,,Developer,,2104.6849087814944,LineString,29.9783491,-97.8793913,-97.8807988,29.9760031,-97.8779839,29.980695,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1017,,Vybe,Proposed,Concrete,,Developer,,1386.6308448769728,LineString,29.9746307,-97.8765081,-97.8779839,29.9732584,-97.8750323,29.9760031,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1018,,Vybe,In Review,Concrete,,Road Project,,3421.5263561268766,LineString,29.966667,-97.8595005,-97.862204,29.9626315,-97.856797,29.9707026,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1019,,Vybe,Proposed,Concrete,,Road Project,,1267.5908372903496,LineString,29.9616932,-97.8908045,-97.891758,29.9602551,-97.889851,29.9631312,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1021,Dacy Ln,Vybe,Under Construction,Concrete,12,Road Project,1,3360.4098228427692,LineString,30.0193903,-97.8352944,-97.8391032,30.0169696,-97.8314856,30.0218111,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1022,,Vybe,Proposed,Concrete,,Developer,,6845.9028889297115,LineString,29.988081,-97.834365,-97.8402172,29.9810941,-97.8285128,29.9950678,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1023,Main St,Vybe,Proposed,Concrete,,City,2,2351.428162507058,LineString,29.9845337,-97.877987,-97.8795625,29.9817484,-97.8764114,29.9873189,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1024,No Easement,Vybe,Proposed,Concrete,,City,3,3526.859254612554,LineString,30.0416625,-97.8240401,-97.8251191,30.0371321,-97.8229611,30.0461929,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1025,Lake Kyle,Vybe,Proposed,Concrete,6,City,1,947.5460297179256,LineString,29.985217,-97.8583703,-97.8594455,29.9847744,-97.8572952,29.9856597,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1028,,Vybe,Existing,Concrete,,Developer,,3580.700915427793,LineString,29.9967572,-97.8668077,-97.8700145,29.992881,-97.8636008,30.0006334,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1029,,Vybe,Proposed,Concrete,,Developer,,954.7108399804183,LineString,29.9863565,-97.8700743,-97.8712843,29.9858158,-97.8688643,29.9868971,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1030,,Vybe,Proposed,Concrete,,Developer,,1091.7824518758794,LineString,29.9895547,-97.8685361,-97.8696538,29.9884116,-97.8674185,29.9906978,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1031,,Vybe,Proposed,Concrete,,Developer,,2445.338345021383,LineString,30.0214225,-97.8237955,-97.8252989,30.0184344,-97.8222921,30.0244105,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1032,No Easement,Vybe,Proposed,Concrete,,City,3,5715.113058340561,LineString,30.0119257,-97.827313,-97.8323515,30.0054054,-97.8222744,30.0184461,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1033,No Easement,Vybe,Proposed,Concrete,,City,3,5161.5949224032,LineString,30.0244388,-97.8178689,-97.8222587,30.0184595,-97.8134792,30.0304181,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1034,,Vybe,Proposed,Concrete,,Developer,,2013.7362106876542,LineString,30.0321197,-97.8434241,-97.8465201,30.0319345,-97.840328,30.032305,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1035,No Easement,Vybe,Proposed,Concrete,,City,3,3477.3037405888,LineString,30.0275924,-97.8356801,-97.8368855,30.0233087,-97.8344748,30.031876,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1036,,Vybe,Proposed,Concrete,,Road Project,,1091.9210129258665,LineString,30.0319208,-97.8386067,-97.840328,30.031866,-97.8368855,30.0319756,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1037,,Vybe,Proposed,Concrete,,City,2,1006.6322599887326,LineString,29.9850841,-97.8659436,-97.8671889,29.9843593,-97.8646982,29.9858089,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1038,No Easement,Vybe,Proposed,Concrete,,City,3,5216.766415033755,LineString,30.0244534,-97.8178095,-97.8222921,30.0184344,-97.813327,30.0304724,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1039,,Vybe,Proposed,Concrete,,Road Project,,3438.3673306400347,LineString,30.0333928,-97.8092156,-97.813327,30.0304724,-97.8051043,30.0363133,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1040,No Easement,Vybe,Proposed,Concrete,,City,3,4646.949848867372,LineString,30.0353915,-97.8004958,-97.8051187,30.0331655,-97.7958729,30.0376175,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1041,,Vybe,Proposed,Concrete,,Developer,,5348.6897525233135,LineString,30.0388823,-97.7898618,-97.7958729,30.0358003,-97.7838507,30.0419642,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1042,,Vybe,Upgrade,Concrete,,City,,2744.2121315743448,LineString,30.0010435,-97.853214,-97.8557766,29.998156,-97.8506514,30.003931,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1043,,Vybe,In Review,Concrete,,Road Project,,3263.756057614454,LineString,29.9955628,-97.8467443,-97.8506514,29.9929695,-97.8428373,29.998156,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1044,,Vybe,Proposed,Concrete,,Developer,,7050.238593255065,LineString,30.0080293,-97.9245113,-97.9323269,30.0030885,-97.9166956,30.0129701,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1045,Plum Creek Trail,Vybe,Proposed,Concrete,8,City,1,1607.4373918544788,LineString,29.986551,-97.8570647,-97.858063,29.9853811,-97.8560664,29.9877208,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1046,Plum Creek Trail,Vybe,In Review,Concrete,8,City,2,1811.1558384133953,LineString,29.9821071,-97.8521367,-97.854108,29.9805789,-97.8501655,29.9836353,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1047,Plum Creek Trail,Vybe,In Review,Concrete,8,City,2,235.05299081910334,LineString,29.9802877,-97.8502753,-97.8503935,29.9799965,-97.850157,29.9805789,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1048,,Vybe,In Review,Concrete,,Developer,,2573.689215403212,LineString,30.002475,-97.8346303,-97.8369091,29.9995445,-97.8323515,30.0054054,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1050,,Vybe,In Review,Concrete,,City,2,835.4649902822947,LineString,29.9845552,-97.854721,-97.8553392,29.9836353,-97.8541029,29.985475,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1051,Waterleaf,Vybe,Proposed,Concrete,,City,1,2336.4715731532674,LineString,29.9690873,-97.8376264,-97.839815,29.9678911,-97.8354378,29.9702835,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1053,,Vybe,Proposed,Concrete,,City,2,453.1702712782546,LineString,29.9833442,-97.8543747,-97.8546363,29.9828548,-97.8541131,29.9838336,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1054,Plum Creek Trail,Vybe,In Review,Concrete,8,City,1,967.7773941021056,LineString,29.9757891,-97.8436272,-97.8441736,29.9746,-97.8430808,29.9769781,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1055,Plum Creek Trail,Vybe,In Review,Concrete,8,City,1,1206.2153880208148,LineString,29.9793089,-97.8486918,-97.8503862,29.9786213,-97.8469975,29.9799965,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1056,,Vybe,Proposed,Concrete,,City,1,2559.4106357775645,LineString,30.0206977,-97.8372119,-97.8390083,30.0180867,-97.8354155,30.0233087,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1057,Lehman Rd Extension,Vybe,In Review,Concrete,,Road Project,,4084.825803890417,LineString,30.0032315,-97.8493699,-97.8506514,29.998156,-97.8480884,30.008307,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1060,,Vybe,In Review,Concrete,,Road Project,,1858.3316352990487,LineString,29.989298,-97.880251,-97.8831446,29.9889055,-97.8773573,29.9896904,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1061,,Vybe,In Review,Concrete,,Road Project,,1255.4879242632924,LineString,29.9903944,-97.8883172,-97.8902728,29.9901085,-97.8863615,29.9906803,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1062,,Vybe,In Review,Concrete,,Road Project,,680.5135223735066,LineString,29.9908428,-97.8913313,-97.8923898,29.9906803,-97.8902728,29.9910054,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
