recordID,scientificName,acceptedName,commonName,regionGroup,primaryMicroregion,secondaryMicroregions,fineHabitatTags,fineHabitatSummary,nativeHabitat,soilDescription,moistureWaterLight,wetlandStatusSummary,confidence,reviewNeeded,publicStatus,publicationNote,lbjProfileURL,usdaPlantsURL,fnaSearchURL,fnaDirectCandidateURL,wetlandPlantListURL,nrcsWebSoilSurveyURL,nrcsEDITURL,epaEcoregionsURL,tpwdEMSURL,sourceUseNote,datasetVersion,lastUpdated,onlineSlug
136,Ruellia humilis,Ruellia humilis,Prairie Petunia,"Ecotone, thicket, and disturbance-edge systems",Ecotone / Edge Thicket,Upland Woodland; Shallow Upland Prairie,limestone/caliche/calcareous; prairie/open field; woodland/wood edge; dry upland; moist mesic; shade/part shade,woodland edge/opening/thickets,"Woodlands' edge, Opening, Thickets",,Moist; Low; Part Shade; Low,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FAC FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=RUHU,https://plants.usda.gov/home/basicSearchResults?searchString=Ruellia+humilis,https://floranorthamerica.org/Special:Search?search=Ruellia+humilis,https://floranorthamerica.org/Ruellia_humilis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,ruellia-humilis
137,Ruellia nudiflora,Ruellia nudiflora,"Violet Ruellia, Common Wild Petunia, Violet Wild Petunia, Wild Petunia, Hierba De La Calentura",Upland prairie and open grassland systems,Shallow Upland Prairie,,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Woodlands' edge, Opening, Thickets",Sandy,"Dry , Moist; Low , Medium; Sun , Part Shade , Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=RUNU,https://plants.usda.gov/home/basicSearchResults?searchString=Ruellia+nudiflora,https://floranorthamerica.org/Special:Search?search=Ruellia+nudiflora,https://floranorthamerica.org/Ruellia_nudiflora,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,ruellia-nudiflora
138,Sagittaria lancifolia,Sagittaria lancifolia,Lanceleaf Arrowhead,"Aquatic, spring-run, and wetland systems",Aquatic / Spring Runs,,pond/lake margin or shallow open water,pond/lake margin or shallow open water,"This is the most common arrowhead of eastern North America. It grows at low elevations in shallow water on the fringe of ponds, lakes, streams and wet ditches.",,Wet; High; Sun,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: OBL OBL OBL OBL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SALA,https://plants.usda.gov/home/basicSearchResults?searchString=Sagittaria+lancifolia,https://floranorthamerica.org/Special:Search?search=Sagittaria+lancifolia,https://floranorthamerica.org/Sagittaria_lancifolia,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,sagittaria-lancifolia
139,Sagittaria platyphylla,Sagittaria platyphylla,Delta Arrowhead,"Aquatic, spring-run, and wetland systems",Aquatic / Spring Runs,Upland Woodland,"marsh, swamp, bog, or wetland margin","marsh, swamp, bog, or wetland margin","Still water, Marshes",Mud,Wet; High; Part Shade; Medium,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: OBL OBL OBL OBL OBL OBL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=SAPL,https://plants.usda.gov/home/basicSearchResults?searchString=Sagittaria+platyphylla,https://floranorthamerica.org/Special:Search?search=Sagittaria+platyphylla,https://floranorthamerica.org/Sagittaria_platyphylla,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,sagittaria-platyphylla
140,Salvia azurea,Salvia azurea,"Pitcher Sage, Blue Sage",Upland prairie and open grassland systems,Shallow Upland Prairie,,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Prairie, Plains, Meadows, Pastures, Savannas, Woodlands' edge, Opening","Limestone-based, Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay",Dry; Low; Part Shade,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SAAZ,https://plants.usda.gov/home/basicSearchResults?searchString=Salvia+azurea,https://floranorthamerica.org/Special:Search?search=Salvia+azurea,https://floranorthamerica.org/Salvia_azurea,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,salvia-azurea
141,Salvia coccinea,Salvia coccinea,"Scarlet Sage, Tropical Sage, Blood Sage, Red Sage, Indian Fire",Upland prairie and open grassland systems,Shallow Upland Prairie,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"In sandy soils in thickets, chaparral, in open woods and edges in east and south Texas.","Caliche type, Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay","Dry , Moist; Medium; Sun , Part Shade , Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SACO5,https://plants.usda.gov/home/basicSearchResults?searchString=Salvia+coccinea,https://floranorthamerica.org/Special:Search?search=Salvia+coccinea,https://floranorthamerica.org/Salvia_coccinea,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,salvia-coccinea
142,Salvia engelmannii,Salvia engelmannii,"Engelmann's Sage, Engelmann's Salvia",Woodland and karst upland systems,Karst Outcrops,,rocky calcareous limestone outcrop,rocky calcareous limestone outcrop,Endemic to the limestone hills of c. TX,"Dry, rocky soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Caliche type, Limestone-based","Dry , Moist; Low; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SAEN2,https://plants.usda.gov/home/basicSearchResults?searchString=Salvia+engelmannii,https://floranorthamerica.org/Special:Search?search=Salvia+engelmannii,https://floranorthamerica.org/Salvia_engelmannii,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,salvia-engelmannii
143,Salvia farinacea,Salvia farinacea,"Mealy Blue Sage, Mealy Sage, Mealycup Sage",Upland prairie and open grassland systems,Shallow Upland Prairie,Karst Outcrops,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Prairie, Plains, Meadows, Pastures, Savannas, Woodlands' edge, Opening, Dry calcalreous substrates","Limestone soils. Calcareous, Limestone-based, Caliche type, Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay.",Dry; Low; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SAFA2,https://plants.usda.gov/home/basicSearchResults?searchString=Salvia+farinacea,https://floranorthamerica.org/Special:Search?search=Salvia+farinacea,https://floranorthamerica.org/Salvia_farinacea,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,salvia-farinacea
144,Salvia lyrata,Salvia lyrata,"Lyreleaf Sage, Cancer Weed",Upland prairie and open grassland systems,Shallow Upland Prairie,Shallow Upland Prairie; Upland Woodland,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Rich, rocky, open woods; alluvial areas; wet to dry meadows. Well-drained sand or loam. In Texas, found in sandy soils of open woods, meadows, and clearings in the eastern fourth of the state.","Acid or calcareous sands, loams, or clays, well-drained or not.","Dry , Moist; Low , Medium; Sun , Part Shade , Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FAC FACW FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SALY2,https://plants.usda.gov/home/basicSearchResults?searchString=Salvia+lyrata,https://floranorthamerica.org/Special:Search?search=Salvia+lyrata,https://floranorthamerica.org/Salvia_lyrata,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,salvia-lyrata
145,Salvia pentstemonoides,Salvia pentstemonoides,Big Red Sage,Woodland and karst upland systems,Mesic Canyons & Seeps,Riparian Banks; Karst Outcrops; Deep Clay Prairie,stream/river bank; ravine/canyon/depression/arroyo; limestone/caliche/calcareous; deep clay/swale; moist mesic; sunny open; shade/part shade,"moist alkaline limestone/clay ravines, depressions, ditches, and stream/river banks","Stream, river banks, Ditches, Ravines, Depressions","Medium Loam, Clay Loam Clay, Limestone-based, Calcareous","Moist; Medium; Sun , Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SAPE15,https://plants.usda.gov/home/basicSearchResults?searchString=Salvia+pentstemonoides,https://floranorthamerica.org/Special:Search?search=Salvia+pentstemonoides,https://floranorthamerica.org/Salvia_pentstemonoides,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,salvia-pentstemonoides
146,Salvia roemeriana,Salvia roemeriana,Cedar Sage,Woodland and karst upland systems,Upland Woodland,Karst Outcrops; Mesic Canyons & Seeps; Shallow Upland Prairie,limestone/caliche/calcareous; rocky/ledge/slope; deep clay/swale; woodland/wood edge; dry upland; moist mesic; shade/part shade,"cedar/oak woods, shade, rocky limestone, juniper leaf mulch","In the shade of cedar brakes and oak woods: shaded, rocky, limestone areas. In Texas, mainly on the Edwards Plateau. Evolved to grow in the fine leaf mulch deposited under Ashe Junipers ( Juniperus ashei ), a.k.a. ""cedars"", and in the wild is usually only seen under junipers or in areas with juniper mulch.","Limestone-based, Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay. In the wild, occurs almost exclusively in fine, rich, fast-draining juniper leaf mulch in areas of exposed limestone.",Dry; Low; Part Shade,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SARO3,https://plants.usda.gov/home/basicSearchResults?searchString=Salvia+roemeriana,https://floranorthamerica.org/Special:Search?search=Salvia+roemeriana,https://floranorthamerica.org/Salvia_roemeriana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,salvia-roemeriana
147,Salvia texana,Salvia texana,"Texas Sage, Blue Sage",Woodland and karst upland systems,Karst Outcrops,Shallow Upland Prairie; Upland Savanna,limestone/caliche/calcareous; rocky/ledge/slope; prairie/open field; deep clay/swale; woodland/wood edge; dry upland; moist mesic; sunny open; shade/part shade,limestone prairies/hillsides/slopes/ledges,"Prairies, hillsides, slopes, and ledges in limestone soil",Found in limestone soils of consistencies ranging from sandy to clay and rocky caliche,"Dry; Low; Sun , Part Shade; High",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SATE3,https://plants.usda.gov/home/basicSearchResults?searchString=Salvia+texana,https://floranorthamerica.org/Special:Search?search=Salvia+texana,https://floranorthamerica.org/Salvia_texana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,salvia-texana
148,Saururus cernuus,Saururus cernuus,"Lizard's Tail, Lizard Tail, Breastweed, Water Dragon","Aquatic, spring-run, and wetland systems",Aquatic / Spring Runs,Upland Woodland,pond/lake margin or shallow open water,pond/lake margin or shallow open water,Still water Wet lowlands; stream & lake edges,Wet soils. Mud.,"Moist , Wet; High; Part Shade , Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: OBL OBL OBL OBL OBL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SACE,https://plants.usda.gov/home/basicSearchResults?searchString=Saururus+cernuus,https://floranorthamerica.org/Special:Search?search=Saururus+cernuus,https://floranorthamerica.org/Saururus_cernuus,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,saururus-cernuus
149,Scutellaria ovata,Scutellaria ovata,"Heartleaf Skullcap, Heart-leaf Skullcap",Upland prairie and open grassland systems,Shallow Upland Prairie,Ecotone / Edge Thicket; Karst Outcrops,dry upland prairie slope,dry upland prairie slope,"In open woodlands, along roads, and on brushy slopes in East and South Texas. Moist sand, loam, clay, limestone.",,"Moist; Part Shade , Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: UPL FACU FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SCOV,https://plants.usda.gov/home/basicSearchResults?searchString=Scutellaria+ovata,https://floranorthamerica.org/Special:Search?search=Scutellaria+ovata,https://floranorthamerica.org/Scutellaria_ovata,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,scutellaria-ovata
150,Scutellaria wrightii,Scutellaria wrightii,"Wright's Skullcap, Bushy Skullcap, Shrubby Skullcap",Upland prairie and open grassland systems,Shallow Upland Prairie,Upland Woodland,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"In prairies, bluffs, and open woods mostly on the Edwards Plateau, south to Nueces county and north to the Plains Country and Northeast and North Central Texas. Well-drained sand, loam, chalk, limestone.",,"Dry , Moist; Low; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SCWR2,https://plants.usda.gov/home/basicSearchResults?searchString=Scutellaria+wrightii,https://floranorthamerica.org/Special:Search?search=Scutellaria+wrightii,https://floranorthamerica.org/Scutellaria_wrightii,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,scutellaria-wrightii
151,Senna roemeriana,Senna roemeriana,"Twoleaf Senna, Two Leaved Senna",Upland prairie and open grassland systems,Shallow Upland Prairie,Karst Outcrops; Upland Woodland; Deep Clay Prairie,limestone/caliche/calcareous; prairie/open field; deep clay/swale; woodland/wood edge; dry upland; moist mesic; shade/part shade,"fields/open woods, well-drained limestone, dry caliche/clay",Common in fields and open woods of Central and West Texas. Well-drained limestone soils.,"Dry, caliche or clay soils.",Dry; Low; Part Shade,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SERO8,https://plants.usda.gov/home/basicSearchResults?searchString=Senna+roemeriana,https://floranorthamerica.org/Special:Search?search=Senna+roemeriana,https://floranorthamerica.org/Senna_roemeriana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,senna-roemeriana
152,Silphium albiflorum,Silphium albiflorum,"White Rosinweed, White-flowered Rosinweed, Compass Plant",Upland prairie and open grassland systems,Shallow Upland Prairie,Karst Outcrops,dry upland prairie slope,dry upland prairie slope,"Prairie, Plains, Meadows, Pastures, Savannas, Hillsides, Slopes, Roadsides","Sandy, Gravelly, Limestone/chalky",Dry; Low; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SIAL,https://plants.usda.gov/home/basicSearchResults?searchString=Silphium+albiflorum,https://floranorthamerica.org/Special:Search?search=Silphium+albiflorum,https://floranorthamerica.org/Silphium_albiflorum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,silphium-albiflorum
153,Sisyrinchium angustifolium,Sisyrinchium angustifolium,"Narrowleaf Blue-eyed Grass, Narrow-leaf Blue-eyed-grass, Bermuda Blue-eyed Grass, Blue-eyed Grass",Upland prairie and open grassland systems,Shallow Upland Prairie,Shallow Upland Prairie,open dry upland prairie/grassland,open dry upland prairie/grassland,"Meadows; damp fields; low, open woods","Moist, poor to average soils","Moist , Wet; Medium; Sun , Part Shade; Low","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACW FACW FACW FAC FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SIAN3,https://plants.usda.gov/home/basicSearchResults?searchString=Sisyrinchium+angustifolium,https://floranorthamerica.org/Special:Search?search=Sisyrinchium+angustifolium,https://floranorthamerica.org/Sisyrinchium_angustifolium,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,sisyrinchium-angustifolium
154,Solanum triquetrum,Solanum triquetrum,"Texas Nightshade, Hierba Mora","Ecotone, thicket, and disturbance-edge systems",Ecotone / Edge Thicket,Upland Woodland; Shallow Upland Prairie,woodland/wood edge; disturbed/roadside/ditch; sunny open; shade/part shade,"disturbed open ground, brush/woodland edges, and partial shade contexts",,,,,High,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=SOTR2,https://plants.usda.gov/home/basicSearchResults?searchString=Solanum+triquetrum,https://floranorthamerica.org/Special:Search?search=Solanum+triquetrum,https://floranorthamerica.org/Solanum_triquetrum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,solanum-triquetrum
155,Solidago altissima,Solidago altissima,"Tall Goldenrod, Late Goldenrod, Canadian Goldenrod, Canada Goldenrod",Upland prairie and open grassland systems,Shallow Upland Prairie,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry to moist roadsides, thickets, prairies & open woods","Moist to dry soils. Clay, Clay Loam, Medium Loam, Sandy Loam, Sandy, Caliche type","Moist; Medium; Sun , Part Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU UPL FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SOAL6,https://plants.usda.gov/home/basicSearchResults?searchString=Solidago+altissima,https://floranorthamerica.org/Special:Search?search=Solidago+altissima,https://floranorthamerica.org/Solidago_altissima,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,solidago-altissima
156,Solidago nemoralis,Solidago nemoralis,"Gray Goldenrod, Prairie Goldenrod, Oldfield Goldenrod, Grayleaf Goldenrod, Gray-leaved Goldenrod, Dyersweed Goldenrod, Dwarf Goldenrod, Field Goldenrod",Upland prairie and open grassland systems,Shallow Upland Prairie,,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry, open woods & upland prairies","Sandy, rocky soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Caliche type","Dry; Medium; Sun , Part Shade , Shade; Medium",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SONE,https://plants.usda.gov/home/basicSearchResults?searchString=Solidago+nemoralis,https://floranorthamerica.org/Special:Search?search=Solidago+nemoralis,https://floranorthamerica.org/Solidago_nemoralis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,solidago-nemoralis
